Recipe Title,Category,Ingredients,Instructions,Prep Time,Cook Time,Total Time,Servings
Pakistani Style 30-minute Ground Beef Kebabs,tea time,"['½ medium-sized yellow onion roughly chopped', '1 tablespoon cilantro roughly chopped', '2 Thai bird’s eye chilies roughly chopped', '1 pound (~ 450 grams) ground beef drained', '½ teaspoon garam masala powder', '1 teaspoon salt or to taste', '1 teaspoon red chili powder preferably Kashmiri', '½ teaspoon black pepper', '½ teaspoon cumin powder', 'Juice of 1 lime', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '2 tablespoon olive oil']","['Put the roughly chopped onions, cilantro, and chilies in a food processor and grind until finely chopped.', 'Place the ground beef in a large bowl. Add salt and ground spices (garam masala powder, red chili powder, black pepper, cumin powder) and mix well.', 'Add the onion-cilantro mixture, crushed ginger and garlic, lime juice and olive oil to the ground beef. Mix well.', 'Take fistfuls of the mixture, and begin to shape into little patties.', 'Grill Instructions: If you are using the grill, make sure you heat it up well. The time will depend on whether you are using a charcoal or gas grill. Once hot, place kebabs on the grill and cook each side for 4-6 minutes.', 'Oven Instructions: If you want to prepare them in the oven, pre-heat it to 450°F. Line a sheet pan with aluminum foil and grease it. Place kebabs on it and then insert the sheet pan into the center rack of the oven. Set it to broil on high heat for 10 – 15 minutes depending on how well done you like them to be (I set them for 12 minutes).']",15 minutes,15 minutes,30 minutes,4
Pakistani Style Masala Chai,tea time,"['4 cups water', 'Pinch of fennel seeds ground', '4 cardamom pods removed and ground', '5 teaspoons loose black tea or teabags', '1 cup whole milk', '5 teaspoons sugar or to taste']","['Bring 4 cups water to boil. Reduce to simmer and add ground spices and tea. Let it simmer for 2 minutes.', 'Whisk in milk. Bring to boil.', 'Lower heat and let milk simmer for 8 minutes, whisking occasionally and skimming any residue from the top.', 'Remove from heat, stir in sugar or sweetener.', 'Strain and pour in mugs or teacups.']",N/A,15 minutes,15 minutes,4
Kashmiri Style Kheer (Rice Pudding),tea time,"['½ cup basmati rice soaked overnight', '8 cups whole milk', '⅓ cup sugar', '¼ cup almonds slivered', '¼ cup desiccated coconut', '¼ teaspoon saffron crushed', '3 cardamom pods cracked']","['Break the soaked basmati rice with your hands.', 'Add milk and rice to a large pot. Bring to boil, about 3 minutes, and let it simmer on low heat for 40 minutes while stirring often.', 'Add sugar and keep stirring, about 5 minutes.', 'Add the remaining ingredients and let it simmer while stirring for another 8 – 10 minutes.', 'Place in serving bowl and top with slivered almonds for garnish. Let the kheer cool down to room temperature before putting it in the fridge. Serve cold.']",10 minutes,50 minutes,N/A,6
Kashmiri Style Fried Pumpkin Flower,tea time,"['16 squash blossoms washed and drained', 'Pinch of salt or to taste', '¼ teaspoon red chilli powder', '2 tablespoon rice flour', '2 cups canola sunflower or vegetable oil (can be reused)']","['Add 4 tablespoon of water in a bowl. Add salt, red chili powder and rice flour. Mix well to make a paste.', ""Heat the oil in a small saucepan. To check if it's ready, drop a pinch of flour paste. If it rises, it's ready. Once hot, bring heat to medium-low."", 'Dip each blossom in the paste and then with a slotted spoon, carefully place in pan to fry.', 'Fry each blossom till crispy brown, about 1 ½ - 2 minutes per blossom.', 'Transfer blossoms to a paper towel to absorb excess oil.']",5 minutes,10 minutes,N/A,2
Pakistani Style Aloo Tikki (Fried Potato Patty),tea time,"['5 small potatoes', 'Salt to taste', '½ teaspoon red chili powder', '2 tablespoon cilantro roughly chopped', ""1 bird's eye green chili roughly chopped"", '½ small red onion roughly chopped', '1 egg beaten', '¼ cup neutral oil canola/vegetable oil']","['Boil potatoes until soft. Briefly run the potatoes under cold water and peel them. Set aside.', ""Toss chopped cilantro, green chili and red onion into a food processor and pulse until finely chopped. If you don't have a food processor, you can finely slice them as well."", 'Mash potatoes to an even consistency.', 'Add salt, red chili powder and chopped ingredients into the mashed potato mixture. Stir until well-mixed.', 'Take fistfuls of the potato mixture (roughly 3 tablespoon worth) and flatten them into patties. Place them in the fridge for 10 to 15 minutes so they can hold shape while frying.', 'Heat oil in a non-stick pan or skillet on medium heat. When the oil begins to shimmer, brush the patties with a beaten egg and gently place on pan. Fry each patty roughly 2 minutes per side until golden brown. Drain on paper towel and serve.']",N/A,N/A,N/A,6
Fruit Chaat (Fruit salad),tea time,"['2 Honeycrisp apples diced in roughly 1-inch pieces', '6 guavas diced in roughly 1-inch pieces', 'Seeds of 2 pomegranates', '2 bananas sliced crosswise, roughly 1-inch thick', 'Juice of one orange', '1 – 2 tablespoon of fine sugar', 'Salt and pepper to taste use with restraint since chaat masala is already salty', '1 ½ teaspoon of chaat masala']","['Throw chopped fruit in a large bowl. Season with salt, pepper and chaat masala. Stir, taste, adjust.', 'Squeeze the juice of the orange on the salad, and stir to coat.', 'Sprinkle sugar, and stir to coat again.', 'Taste, and adjust.']",N/A,N/A,N/A,6
Palak Pakoray (Spinach Fritters),tea time,"['2 cups besan/gram flour (can be found in South Asian grocery stores)', '1 cup water', 'Salt to taste', '2 teaspoon coriander seeds roasted and ground', '2 teaspoon red chilli flakes', '¼ teaspoon baking soda', '1 bunch spinach leaves trimmed and halved', '½ cup canola/sunflower/vegetable oil + more as needed']","[""Place the besan in a large bowl and add salt, ground coriander seeds, chili flakes and baking soda. Slowly pour in the water, whisking it in till the mixture is consistent (it shouldn't be watery or too thick)."", ""Heat a small saucepan (I used a 2 qt. saucepan) and add about ½ cup of oil or more if you'd like. Bring heat up to medium. Once the oil begins to simmer, begin to fry in small batches. Cover the spinach leaves with the flour batter and carefully drop the dredged spinach leaves on to the pan. Make sure their shape stays intact and don't overcrowd the pan. If the pakoras don't float up immediately, let the oil heat up a little more."", 'Fry each side till it becomes a medium brown. Flip. The timing will vary based on the heat of the pan. Bring the heat down to low if the pan begins to overheat and pakoras begin to burn easily', 'Transfer fried pakoras on paper towels to absorb excess oil.']",5 minutes,35 minutes,N/A,4
Quick Lobia Masala (White Beans with Tomatoes),vegetarian mains,"['2 tablespoon neutral oil', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon coriander powder', '2 roma tomatoes roughly chopped', '½ teaspoon salt or to taste', '½ teaspoon red chili flakes', '1 15-ounce can of white beans', 'Juice of ½ lemon', '2 tablespoon diced cilantro']","['Heat oil in saucepan. Add chopped onion and fry on medium-low heat until evenly brown, about 10 minutes.', 'Add crushed ginger and garlic and fry for roughly one minute or until fragrant.', 'Add coriander powder and fry for another minute until fragrant.', 'Increase heat to high, and add chopped tomatoes, salt and red chili flakes. Fry until soft, about 7 - 10 minutes.', 'Add white beans and stir well. Bring down heat to medium, and let the beans simmer in the masala for another 5 minutes.', 'Remove from heat and place in serving bowl. Top with lemon juice and diced cilantro for garnish.']",10 minutes,25 minutes,35 minutes,4
Spicy Aloo Sabzi (Potato Curry),vegetarian mains,"['⅓ cup neutral oil canola/sunflower/vegetable', '½ teaspoon kalonji (nigella seeds)', '4 (~9 ounces or 250 grams) small onions thinly sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '½ teaspoon turmeric powder', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '1 teaspoon salt or to taste', '2 roma tomatoes roughly chopped', ""1 bird's eye chili  diced"", '3 (~1 pound or 500 grams) potatoes peeled and diced in ¾ to 1-inch cubes', '½ cup cilantro finely chopped', 'Juice of ½ lemon']","['Heat oil. Add kalonji (nigella seeds) and fry for a few seconds until they begin to pop.', 'Add chopped onion and brown on medium-low heat for 5-7 minutes.', 'Add crushed ginger and garlic and fry for 30 seconds or until fragrant.', 'Add ground spices (turmeric, red chili and coriander powder) and fry for 30 seconds – 1 minute until aromatic. Splash with water to deglaze the pan if necessary.', 'Add chili, tomatoes and salt. Fry on high heat to soften the tomatoes, about 5 minutes.', 'Add potatoes and stir well to coat in masala.', 'Add ½ - 1 cup water - just enough to cover the potatoes - and bring to boil. Lower heat and let the masala simmer in uncovered saucepan until potatoes are done. Check for salt and spice, and adjust as necessary.', 'Turn off heat and gently fold in diced cilantro. Top with lemon juice. Place a tight fitting lid on the saucepan and let the potatoes steam for another 5 minutes.']",15 minutes,20 minutes,35 minutes,4
Black-Eyed Peas with Spinach and Dill,vegetarian mains,"['1 cup black-eyed peas soaked overnight', '4 tablespoon neutral oil canola/sunflower/vegetable', '½ teaspoon cumin seeds', '¼ teaspoon mustard seeds', '2 teaspoon crushed garlic', '10 kadi patta (curry leaves)', '1 bird’s eye chili finely chopped', '8 ounces (226 grams) spinach roughly diced', '1 cup dill finely chopped', '1 teaspoon red chili flakes', '1 teaspoon salt or to taste', 'Zest of ½ lemon', 'Juice of ½ lemon']","['Add black-eyed peas to stockpot. Add 4-5 cups water, and salt to taste. Bring to boil, and let peas simmer until soft. Drain water, and set peas aside in the same pot.', 'In a separate wok or large frying pan, heat oil. Add cumin seeds and mustard seeds. When they begin to pop, add the crushed garlic, kadi pata, and chopped chili.', 'Fry for roughly 30 seconds on medium low heat. Begin to add chopped spinach in batches, folding it in with the spices. Add chopped dill. Increase heat to medium, and continue to fry until the spinach begins to wilt.', 'Pour over the spinach and dill mixture into the pot of black-eyed peas. Add 1 cup water, red chili flakes, and salt. Bring to boil. Lower to simmer, cover with tight fitting lid, and let it cook for roughly 10 minutes.', 'Once done, top with lemon juice and lemon zest. Garnish with fresh dill and finely chopped chili, and serve with paratha or roti.']",1 hour,30 minutes,1 hour,4
Instant Pot Khatti Moong Daal,vegetarian mains,"['1 ounce fresh tamarind', '1 cup yellow moong daal (yellow lentils) rinsed well and preferably soaked overnight', '1 tablespoon crushed garlic', '¾ teaspoon salt or to taste', '1 teaspoon red chili powder', '½ teaspoon turmeric powder']","['Place tamarind in a heatproof bowl and add 1 cup of hot water. Set aside.', 'Add lentils, crushed garlic, salt, red chili and turmeric powder and 3 cups water to the Instant Pot. Turn Instant Pot on. Close the lid and move the steam valve to sealing. On manual setting, set the cooking time to 10 minutes at high pressure.', 'While the daal is cooking, begin to squeeze the tamarind pulp well separating the paste from the fibers. When the pulp is fully separated from the seeds, strain the tamarind water into a clean bowl.', 'Once the timer is up, move the steam valve to venting position to immediately release steam. After the pressure has released, carefully remove the lid, making sure you are not touching the metallic part. Add the tamarind water to the daal and stir till well-mixed. Turn Instant Pot off.', 'Place the daal in serving bowl and begin to get the tadka ready. In a small frying pan, add oil and heat until it begins to shimmer. Add the dried red chilies and fry for a few seconds. Add cumin seeds and fry for 30 seconds or less until they begin to change color. Add kadi pata and fry for a few seconds until aromatic. Remove from heat and pour tadka over the daal. Serve with plain long-grain rice.']",N/A,15 minutes,N/A,6
